customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,cluster,cluster_name
WJ92113,california,14031.70468,no,premium,bachelor,2011-02-24,employed,f,91061,suburban,married,116,22,95,0,2,personal auto,personal l2,offer1,agent,556.8,four-door car,medsize,0,Steady Eddies
ZT26848,california,8314.306568,no,basic,high school or below,2011-01-19,employed,m,40447,urban,married,105,1,79,0,6,personal auto,personal l3,offer1,agent,377.561463,suv,medsize,1,High Rollers
SO42230,california,7126.263963,no,extended,master,2011-02-17,medical leave,f,22490,rural,married,90,8,96,0,8,personal auto,personal l3,offer1,agent,88.765534,two-door car,large,1,High Rollers
VB65967,california,27430.14468,no,extended,bachelor,2011-01-18,employed,m,49331,urban,married,138,3,58,0,2,personal auto,personal l2,offer1,branch,386.258495,suv,medsize,0,Steady Eddies
ED82243,california,7019.177186,yes,basic,college,2011-01-23,retired,m,26806,suburban,married,63,32,19,0,2,personal auto,personal l2,offer1,agent,302.4,four-door car,medsize,2,Riskmakers
AU62013,california,24826.89127,no,basic,doctor,2011-02-25,employed,f,67572,urban,married,102,7,55,0,2,personal auto,personal l1,offer1,branch,296.209127,sports car,small,2,Riskmakers
TT68630,california,3351.213465,no,extended,bachelor,2011-01-27,employed,f,90213,suburban,married,83,3,12,0,1,personal auto,personal l1,offer2,call center,398.4,two-door car,medsize,2,Riskmakers
RV82726,california,4437.842056,no,premium,high school or below,2011-02-04,employed,m,22768,suburban,married,112,16,69,0,1,personal auto,personal l3,offer4,branch,537.6,four-door car,medsize,0,Steady Eddies
VC11777,california,5187.653993,no,basic,high school or below,2011-02-23,employed,f,80521,suburban,single,65,20,43,2,9,personal auto,personal l1,offer1,branch,342.913243,four-door car,small,1,High Rollers
HZ68892,california,4584.137063,no,basic,college,2011-01-16,employed,m,85245,suburban,married,115,6,96,0,1,personal auto,personal l2,offer2,call center,556.568103,sports car,large,0,Steady Eddies
RY44243,california,5945.616886,no,basic,college,2011-01-17,employed,f,65602,rural,married,73,11,14,0,3,personal auto,personal l2,offer3,agent,61.570877,four-door car,medsize,2,Riskmakers
DR77989,california,4785.909313,no,basic,college,2011-01-25,unemployed,m,0,urban,divorced,68,16,12,0,7,personal auto,personal l1,offer1,call center,199.23876,four-door car,medsize,1,High Rollers
PU25344,california,7275.894536,no,basic,bachelor,2011-01-27,unemployed,m,0,suburban,single,106,24,77,0,6,personal auto,personal l2,offer1,call center,1247.79856,suv,large,3,Fresh Starts
NC80854,california,4940.940943,no,basic,college,2011-01-09,unemployed,f,0,suburban,single,71,22,57,0,9,personal auto,personal l2,offer3,agent,511.750971,four-door car,medsize,1,High Rollers
PG90331,california,18635.90451,no,basic,college,2011-02-14,disabled,m,11656,suburban,married,70,19,8,0,2,personal auto,personal l2,offer3,agent,336.0,two-door car,medsize,2,Riskmakers
TI14001,california,7507.455372,yes,basic,college,2011-02-06,employed,m,60920,urban,single,64,10,61,0,2,corporate auto,corporate l3,offer2,agent,231.201886,two-door car,medsize,2,Riskmakers
FP51143,california,2130.35457,no,basic,college,2011-01-30,unemployed,m,0,suburban,single,62,16,79,0,1,corporate auto,corporate l2,offer1,branch,446.4,two-door car,medsize,2,Riskmakers
LK19630,california,2907.43603,no,basic,high school or below,2011-01-30,employed,f,52216,suburban,married,72,8,55,1,1,personal auto,personal l2,offer1,web,362.026936,four-door car,medsize,2,Riskmakers
JK16503,california,4916.405552,no,basic,high school or below,2011-02-07,unemployed,m,0,suburban,married,67,17,21,0,4,personal auto,personal l1,offer1,branch,321.6,two-door car,medsize,2,Riskmakers
WG29557,california,5067.514799,no,basic,master,2011-02-07,employed,m,74919,urban,married,63,10,31,0,9,personal auto,personal l2,offer2,branch,206.24435,four-door car,medsize,1,High Rollers
EQ96084,california,7822.304151,no,extended,bachelor,2011-01-15,employed,f,33963,rural,divorced,99,10,3,0,4,corporate auto,corporate l3,offer4,web,222.626234,four-door car,medsize,2,Riskmakers
WH28633,california,2897.278535,no,basic,college,2011-01-25,employed,m,75041,rural,single,74,30,42,0,1,personal auto,personal l2,offer3,agent,56.05058,four-door car,medsize,2,Riskmakers
KN50049,california,18882.63699,no,premium,college,2011-02-12,medical leave,m,24054,suburban,single,176,14,61,0,2,personal auto,personal l1,offer1,branch,1133.801271,suv,medsize,3,Fresh Starts
RN48574,california,6273.911874,yes,extended,college,2011-02-16,retired,f,18577,suburban,divorced,86,21,76,0,6,corporate auto,corporate l3,offer1,branch,412.8,four-door car,medsize,1,High Rollers
PD11073,california,7614.830065,no,extended,college,2011-02-03,employed,f,35045,urban,married,96,21,47,0,5,personal auto,personal l3,offer1,agent,420.606785,four-door car,medsize,1,High Rollers
FS86064,california,2117.989147,no,basic,bachelor,2011-02-16,unemployed,m,0,suburban,single,64,0,78,0,1,personal auto,personal l3,offer1,branch,426.248686,four-door car,medsize,2,Riskmakers
JU47573,california,2290.681171,no,basic,bachelor,2011-01-29,unemployed,f,0,suburban,single,64,30,85,0,1,personal auto,personal l3,offer1,branch,482.778155,four-door car,large,2,Riskmakers
VN59368,california,6521.368813,yes,extended,college,2011-01-09,employed,f,72608,suburban,married,82,26,19,3,8,personal auto,personal l2,offer2,agent,393.6,four-door car,medsize,1,High Rollers
UI19516,california,16909.92767,no,extended,college,2011-02-22,employed,m,65620,urban,divorced,213,16,0,0,4,corporate auto,corporate l2,offer3,agent,766.322388,luxury car,medsize,3,Fresh Starts
ZV55368,california,5709.358709,no,basic,high school or below,2011-02-27,employed,m,75650,rural,married,71,24,53,0,8,corporate auto,corporate l2,offer4,agent,104.918485,four-door car,medsize,1,High Rollers
OS54451,california,2627.831472,no,basic,bachelor,2011-02-11,employed,m,31964,rural,married,67,30,90,0,1,personal auto,personal l2,offer2,web,120.060283,four-door car,medsize,2,Riskmakers
IP93821,california,3600.934326,yes,basic,high school or below,2011-02-25,retired,f,25147,suburban,single,101,7,54,0,1,personal auto,personal l1,offer1,agent,694.598288,suv,medsize,0,Steady Eddies
AR17553,california,6111.053244,no,extended,master,2011-02-06,medical leave,m,22944,suburban,married,80,26,83,0,5,corporate auto,corporate l1,offer3,branch,488.272759,four-door car,medsize,1,High Rollers
SM10031,california,2933.498052,no,extended,master,2011-01-08,unemployed,m,0,suburban,married,78,22,98,0,1,personal auto,personal l3,offer1,branch,398.421636,four-door car,medsize,2,Riskmakers
CK14803,california,4325.491222,no,basic,college,2011-02-02,employed,m,94242,rural,divorced,107,15,70,0,1,personal auto,personal l2,offer2,branch,52.121929,suv,large,2,Riskmakers
CJ35075,california,4665.245047,no,basic,high school or below,2011-02-20,unemployed,f,0,suburban,single,68,16,35,1,3,personal auto,personal l1,offer3,agent,326.4,four-door car,medsize,2,Riskmakers
NA56063,california,43019.01278,no,extended,college,2011-01-22,unemployed,m,0,suburban,married,132,24,49,0,2,corporate auto,corporate l3,offer3,branch,904.378268,suv,large,0,Steady Eddies
CA62597,california,7482.851041,no,basic,bachelor,2011-02-25,unemployed,f,0,suburban,married,101,17,20,0,3,corporate auto,corporate l2,offer1,agent,978.257137,suv,medsize,0,Steady Eddies
ZO23305,california,4929.549699,yes,basic,bachelor,2011-01-26,employed,m,25632,suburban,married,63,27,52,0,7,personal auto,personal l2,offer2,call center,351.270869,two-door car,medsize,1,High Rollers
UD20999,california,2537.667511,no,basic,master,2011-02-22,unemployed,m,0,suburban,married,68,32,28,0,1,corporate auto,corporate l3,offer2,branch,326.4,four-door car,medsize,2,Riskmakers
FQ66351,california,5322.291688,no,extended,bachelor,2011-01-16,employed,f,33681,suburban,single,138,13,21,1,1,personal auto,personal l2,offer1,agent,873.127345,suv,large,0,Steady Eddies
AB69140,california,25093.57037,no,basic,master,2011-02-18,employed,m,36007,suburban,married,70,14,85,0,2,personal auto,personal l2,offer1,branch,336.0,four-door car,small,2,Riskmakers
CT53265,california,2656.846648,no,basic,college,2011-02-05,medical leave,f,18834,suburban,married,69,20,89,0,1,personal auto,personal l3,offer2,agent,453.895633,two-door car,medsize,2,Riskmakers
WN91223,california,11073.10572,no,extended,master,2011-01-02,employed,m,82807,urban,divorced,92,15,20,0,2,personal auto,personal l3,offer3,agent,302.458432,four-door car,medsize,2,Riskmakers
MP48946,california,2499.469914,no,basic,high school or below,2011-01-20,employed,f,72021,rural,married,62,26,13,0,1,corporate auto,corporate l1,offer2,agent,50.740536,two-door car,medsize,2,Riskmakers
NE79174,california,5386.512585,no,basic,bachelor,2011-02-23,employed,m,41228,suburban,married,70,2,99,3,7,personal auto,personal l3,offer2,web,336.0,two-door car,medsize,1,High Rollers
UI77960,california,6656.200678,no,extended,high school or below,2011-02-18,employed,f,39834,suburban,married,83,26,65,0,3,personal auto,personal l2,offer4,web,398.4,four-door car,medsize,2,Riskmakers
VD69291,california,2702.692335,no,basic,college,2011-01-31,disabled,m,22415,suburban,married,69,0,79,0,1,personal auto,personal l1,offer3,branch,352.894843,four-door car,large,2,Riskmakers
XD54132,california,2567.346739,no,basic,high school or below,2011-02-06,employed,f,61900,suburban,single,64,11,64,0,1,corporate auto,corporate l3,offer4,call center,307.2,four-door car,medsize,2,Riskmakers
AT33529,california,2776.748342,no,basic,doctor,2011-01-08,employed,f,30893,rural,divorced,70,25,13,0,1,corporate auto,corporate l2,offer3,branch,85.416096,four-door car,medsize,2,Riskmakers
AT79008,california,9065.25926,no,premium,bachelor,2011-02-08,employed,f,40006,rural,divorced,114,34,18,1,7,personal auto,personal l2,offer1,branch,132.568435,two-door car,medsize,1,High Rollers
UZ14076,california,32104.69957,no,premium,high school or below,2011-02-16,employed,f,89546,suburban,married,266,4,18,1,2,corporate auto,corporate l3,offer3,agent,2452.894264,luxury suv,large,3,Fresh Starts
EP10645,california,18677.85248,no,extended,college,2011-02-17,unemployed,m,0,suburban,married,86,17,14,0,2,personal auto,personal l2,offer1,agent,538.649619,four-door car,medsize,0,Steady Eddies
PW78930,california,2982.196702,no,basic,bachelor,2011-02-24,employed,m,79523,rural,married,74,34,40,0,1,personal auto,personal l2,offer3,agent,132.023007,four-door car,medsize,2,Riskmakers
ZC97968,california,2736.352663,no,basic,college,2011-02-14,disabled,m,17533,suburban,married,73,10,1,0,1,personal auto,personal l3,offer1,agent,350.4,two-door car,medsize,2,Riskmakers
SF30642,california,8996.774075,no,basic,high school or below,2011-02-13,employed,m,49706,suburban,married,113,13,95,0,3,personal auto,personal l3,offer2,call center,617.515196,suv,medsize,0,Steady Eddies
AH22694,california,5850.451386,no,basic,doctor,2011-01-24,employed,m,24317,suburban,married,73,2,35,1,3,corporate auto,corporate l1,offer1,call center,350.4,four-door car,medsize,2,Riskmakers
SM87252,california,5843.614767,no,basic,college,2011-01-15,employed,m,77498,urban,single,74,17,10,0,5,personal auto,personal l3,offer1,branch,249.151199,two-door car,medsize,1,High Rollers
MA60552,california,4015.400868,no,basic,bachelor,2011-02-19,employed,m,28088,suburban,married,102,8,61,0,1,personal auto,personal l2,offer1,agent,489.6,suv,small,0,Steady Eddies
PE51299,california,10781.61334,no,basic,high school or below,2011-01-22,employed,m,73026,suburban,married,67,29,81,0,2,personal auto,personal l1,offer2,branch,321.6,four-door car,small,2,Riskmakers
JR22900,california,18484.80858,no,basic,college,2011-02-11,employed,f,36153,urban,married,117,27,6,1,2,corporate auto,corporate l3,offer2,agent,323.424189,sports car,medsize,0,Steady Eddies
DP19210,california,9191.733549,no,basic,master,2011-02-08,employed,f,23823,suburban,married,115,5,39,0,6,corporate auto,corporate l2,offer2,branch,567.48055,sports car,medsize,1,High Rollers
XP76338,california,4711.038869,no,basic,bachelor,2011-01-03,employed,m,24843,suburban,married,61,20,17,2,4,personal auto,personal l2,offer1,agent,331.325638,four-door car,medsize,2,Riskmakers
MW46400,california,7634.855287,no,premium,high school or below,2011-01-28,unemployed,f,0,suburban,single,106,9,64,0,3,corporate auto,corporate l3,offer1,branch,763.2,four-door car,medsize,0,Steady Eddies
FB71914,california,30205.01297,no,extended,college,2011-02-17,unemployed,m,0,suburban,married,89,7,4,0,2,personal auto,personal l2,offer3,agent,469.359715,four-door car,medsize,0,Steady Eddies
OH15780,california,12280.76661,yes,premium,college,2011-01-01,employed,m,88340,suburban,married,102,16,1,0,2,personal auto,personal l2,offer1,branch,489.6,two-door car,medsize,0,Steady Eddies
QO56615,california,2980.010499,no,extended,college,2011-02-09,medical leave,f,13535,suburban,married,80,7,53,1,1,personal auto,personal l3,offer2,agent,384.0,four-door car,small,2,Riskmakers
EL67979,california,17223.06591,no,basic,college,2011-01-11,employed,m,22346,suburban,single,64,7,44,0,2,personal auto,personal l3,offer4,call center,307.2,four-door car,large,2,Riskmakers
OW68478,california,12298.6863,yes,basic,high school or below,2011-02-20,medical leave,m,17101,suburban,single,113,1,88,0,2,corporate auto,corporate l1,offer1,call center,542.4,suv,medsize,0,Steady Eddies
SF13677,california,2843.149061,no,extended,high school or below,2011-02-04,unemployed,m,0,suburban,single,81,23,60,0,1,personal auto,personal l3,offer1,call center,583.2,four-door car,large,0,Steady Eddies
MP80287,california,9498.473472,no,extended,college,2011-02-04,unemployed,f,0,suburban,single,90,13,52,0,2,personal auto,personal l2,offer4,call center,432.0,two-door car,medsize,0,Steady Eddies
UK45178,california,2224.555883,no,basic,bachelor,2011-02-12,unemployed,f,0,suburban,single,67,1,77,1,1,personal auto,personal l1,offer1,agent,482.4,two-door car,small,2,Riskmakers
JC29850,california,7506.964816,no,basic,bachelor,2011-01-26,unemployed,m,0,suburban,married,67,16,12,1,2,corporate auto,corporate l3,offer1,call center,321.6,two-door car,medsize,2,Riskmakers
IK44574,california,5608.819189,no,basic,bachelor,2011-02-17,employed,m,28483,suburban,married,72,18,92,0,5,corporate auto,corporate l2,offer3,agent,345.6,four-door car,medsize,1,High Rollers
KE98143,california,2700.676449,no,basic,master,2011-02-23,employed,f,89362,rural,single,67,8,72,0,1,personal auto,personal l2,offer4,branch,116.209568,four-door car,medsize,2,Riskmakers
XN28388,california,4130.382954,no,basic,college,2011-02-02,unemployed,f,0,suburban,single,66,30,29,2,3,corporate auto,corporate l3,offer1,agent,523.030597,four-door car,small,0,Steady Eddies
AX38728,california,2966.944264,no,extended,college,2011-02-19,unemployed,m,0,suburban,married,81,14,75,0,1,personal auto,personal l2,offer1,branch,388.8,two-door car,medsize,2,Riskmakers
IX18485,california,9594.248898,no,extended,high school or below,2011-02-01,retired,f,27443,suburban,divorced,86,3,1,2,2,personal auto,personal l2,offer1,agent,685.048914,four-door car,medsize,0,Steady Eddies
KB42322,california,6761.107268,no,extended,bachelor,2011-01-11,employed,f,70829,suburban,divorced,85,14,10,0,3,personal auto,personal l3,offer4,web,553.174109,four-door car,medsize,0,Steady Eddies
RW54189,california,5747.268347,no,basic,bachelor,2011-01-20,employed,m,23504,suburban,married,73,2,66,0,8,personal auto,personal l3,offer4,call center,350.4,four-door car,small,1,High Rollers
FV70604,california,5048.512037,no,premium,bachelor,2011-02-04,unemployed,f,0,suburban,single,142,10,51,0,1,corporate auto,corporate l1,offer1,agent,880.435943,suv,medsize,0,Steady Eddies
PC23709,california,5714.562292,no,basic,bachelor,2011-02-25,employed,f,74905,rural,single,72,16,35,0,3,personal auto,personal l3,offer1,call center,167.028453,four-door car,medsize,2,Riskmakers
RB75458,california,2230.275142,no,basic,high school or below,2011-02-11,unemployed,m,0,suburban,single,65,13,29,0,1,personal auto,personal l2,offer2,agent,712.71287,four-door car,medsize,0,Steady Eddies
RX14132,california,7228.005386,no,basic,high school or below,2011-01-06,employed,m,25926,suburban,married,61,28,68,0,2,personal auto,personal l1,offer4,agent,292.8,two-door car,small,2,Riskmakers
AF36894,california,4392.982538,no,basic,bachelor,2011-02-02,employed,m,33640,suburban,married,113,20,20,0,1,corporate auto,corporate l3,offer4,agent,542.4,suv,medsize,0,Steady Eddies
UY32623,california,3593.12645,no,extended,college,2011-02-05,disabled,f,18213,suburban,divorced,96,12,43,1,1,corporate auto,corporate l2,offer1,branch,460.8,four-door car,large,0,Steady Eddies
